"SECTION 1: Use Case Identifiers
Complete this Section for the following Use Cases: Retired,  Pre-deployment, Pilot, and Deployed",,,,,,,,"SECTION 2: Use Case Summary
Complete this Section for the following Use Cases: Pre-deployment, Pilot, and Deployed",,,,,"SECTION 3: Documentation
Complete this Section for the following Use Cases: Pilot, and Deployed

",,,,,"SECTION 4: Data & Code
Complete this Section for the following Use Cases: Pilot, and Deployed",,,,,,,"
SECTION 5: Risk Management 
Complete this Section for the following Use Case: Deployed and if ""HIGH-IMPACT"" from SECTION 1

",,,,,,,,,,,,,,,,,,
57,Summarize and draft response to comments,Region 8,CAIO@epa.gov,No,b)  Pilot – The use case has been deployed in a limited test or pilot capacity.,c) Not high-impact,"The output of this AI use case does not serve as a principal basis for decisions or actions that have a legal, material, binding, or significant effect on rights or safety.",Administrative Functions,Generative AI,summarize large volume of comments reproducibly ,we can get many thousand comments. this is meant to help us summarize them to respond too. ,summary text,09/01/2025 00:00:00,b) Developed in-house,Azure OpenAI,Yes,AI-Work,N/A,N/A,No,,"[""None of the above""]",No,,,,,,,,,,,,,,,,,,,,
58,Document comparison,Region 8,CAIO@epa.gov,No,b)  Pilot – The use case has been deployed in a limited test or pilot capacity.,c) Not high-impact,"The output of this AI use case does not serve as a principal basis for decisions or actions that have a legal, material, binding, or significant effect on rights or safety.",Administrative Functions,Generative AI,Review and comparison of two documents,cutting back on the number of templates that we maintain. ,text and comparison between two documents. ,10/01/2025 00:00:00,b) Developed in-house,,Yes,AI-Work,N/A,N/A,No,N/A,"[""None of the above""]",No,N/A,,,,,,,,,,,,,,,,,,,
60,OPP Document Data Extraction,OCSPP,CAIO@epa.gov,No,a) Pre-deployment – The use case is in a development or acquisition status.,c) Not high-impact,"The output of this AI use case does not serve as a principal basis for decisions or actions that have a legal, material, binding, or significant effect on rights or safety.",Information Technology,Classical/Predictive Machine Learning,Manual staff data entry of values and phrases currently only available by opening and reading each document,Cost savings in contract spending for mania data entry and resource/time savings for EPA staff who will not need to read documents and enter data.,Document type classification and metadata extraction,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
61,Energy Star Awards Application Profile Drafting,OAR,CAIO@epa.gov,No,d) Retired – The use case was reported in the agency’s prior year’s inventory but its development and/or use has since been discontinued.,c) Not high-impact,"The output of this AI use case does not serve as a principal basis for decisions or actions that have a legal, material, binding, or significant effect on rights or safety.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
62,Natural Gas Star Videos,OAR,CAIO@epa.gov,No,d) Retired – The use case was reported in the agency’s prior year’s inventory but its development and/or use has since been discontinued.,c) Not high-impact,"The output of this AI use case does not serve as a principal basis for decisions or actions that have a legal, material, binding, or significant effect on rights or safety.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
63,Transitioning historical help desk knowledge to new help desk software,OAR,CAIO@epa.gov,No,d) Retired – The use case was reported in the agency’s prior year’s inventory but its development and/or use has since been discontinued.,c) Not high-impact,"The output of this AI use case does not serve as a principal basis for decisions or actions that have a legal, material, binding, or significant effect on rights or safety.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
64,Emission monitoring program knowledge management system search and summary,OAR,CAIO@epa.gov,No,d) Retired – The use case was reported in the agency’s prior year’s inventory but its development and/or use has since been discontinued.,c) Not high-impact,"The output of this AI use case does not serve as a principal basis for decisions or actions that have a legal, material, binding, or significant effect on rights or safety.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
65,Identifying outliers in reported emissions data,OAR,CAIO@epa.gov,No,d) Retired – The use case was reported in the agency’s prior year’s inventory but its development and/or use has since been discontinued.,c) Not high-impact,"The output of this AI use case does not serve as a principal basis for decisions or actions that have a legal, material, binding, or significant effect on rights or safety.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
66,AI Rules,OFA,CAIO@epa.gov,No,a) Pre-deployment – The use case is in a development or acquisition status.,c) Not high-impact,"The output of this AI use case does not serve as a principal basis for decisions or actions that have a legal, material, binding, or significant effect on rights or safety.",Administrative Functions,Natural Language Processing (NLP),To speed up the time it takes to manually read and process public comments on proposed rules.,Faster response to public comments on proposed rules. Cost savings from not having to outsource the work to contractors. ,AI Rules processes public comments and identifies substantive material that requires response and save those as snippets. Snippets are categorized by sender and theme for review. Snippets are also summarized by sender group and theme for review by rulemaking teams. ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
67,Predictive Analytics Supporting GHGRP Data Review,OAR,CAIO@epa.gov,No,d) Retired – The use case was reported in the agency’s prior year’s inventory but its development and/or use has since been discontinued.,c) Not high-impact,"The output of this AI use case does not serve as a principal basis for decisions or actions that have a legal, material, binding, or significant effect on rights or safety.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
70,Semantic search of qualitative data,OFA,CAIO@epa.gov,No,a) Pre-deployment – The use case is in a development or acquisition status.,c) Not high-impact,"The output of this AI use case does not serve as a principal basis for decisions or actions that have a legal, material, binding, or significant effect on rights or safety.",Service Delivery,Natural Language Processing (NLP),"Replace manual search of a database/Excel file with qualitative data with a ""semantic search"" (think of it like a Google search for your Excel file's qualitative data).",Reduced response times to leadership questions on database content; increased time spent on human analysis instead of searching for data; identifying overlapping/duplicative data; more accurate queries of qualitative data.,"Query responses, semantic similarity analysis",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
73,Agency Records Management System ,OFA,CAIO@epa.gov,No,c)  Deployed – The use case is being actively authorized or utilized to support the functions or mission of an agency.,c) Not high-impact,,Records Management,Classical/Predictive Machine Learning,reduce burden on staff when identifying appropriate records schedules,"cost savings, reducing administrative burden on staff and improving accuracy of records management ",records schedule prediction,12/11/2023 00:00:00,c) Developed with both contracting and in-house resources,Savan Group,Yes,Agency Records Management System (ARMS),we used a curated set of records to train the model,N/A,Yes,N/A,None of the above,Yes,,Yes,No,Agency records include all sensitive and non-sensitive information at the agency but ARMS is an internal system so they are not publicly available. ,,Yes – by an agency AI oversight board not directly involved in the AI’s development,Establishment of sufficient and periodic training is in-progress,Yes,N/A,Direct usability testing,,,,,,,,,,
74,CUI Marking Tool,OFA,CAIO@epa.gov,No,a) Pre-deployment – The use case is in a development or acquisition status.,c) Not high-impact,"The output of this AI use case does not serve as a principal basis for decisions or actions that have a legal, material, binding, or significant effect on rights or safety.",Cybersecurity,Natural Language Processing (NLP),"Detection, identification and protection of sensitive and confidential information",Improved cybersecurity through sensitive information distribution awareness,"1. Alteration of documents containing sensitive information by inserting a. a pre-defined header containing the CUI Marking, b. a pre-defined footer identifying the EPA as the designating agency and c. metadata identifying information about the CUI Marking event.
2. Microsoft logs identifying what was marked, by whom and with what",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
75,AI-Enhanced Facility Finder,OECA,CAIO@epa.gov,No,b)  Pilot – The use case has been deployed in a limited test or pilot capacity.,c) Not high-impact,"The output of this AI use case does not serve as a principal basis for decisions or actions that have a legal, material, binding, or significant effect on rights or safety.",Law Enforcement,Computer Vision,"Many facilities are required to register for industrial stormwater permits but do not do so. To find unpermitted facilities, EPA personnel use approaches that are time-consuming, inefficient, and infeasible to scale to the millions of facilities in the U.S.","AI-Enhanced Facility Finder saves time for EPA employees by identifying facilities most likely to lack necessary industrial stormwater permits, which are then reviewed by humans. Testing at the state level has shown these identifications increase the number of facilities that are permitted and monitored, resulting in cleaner water for Americans.","The model outputs the geolocation of facilities at increased likelihood of needing an industrial stormwater permit but lacking one. It also outputs a risk score, from “No risk” to “High Risk” for permitted facilities, which is used as one of many inputs by human reviewers.",07/01/2025 00:00:00,b) Developed in-house,,No,,"Data from the following datasets were utilized in conjunction with EPA permitting data and the EPA-derived Address Comparison Tool (ACT) to score the likelihood of a facility not having an industrial stormwater permit. The model was trained by utilizing previous targeting efforts by technical staff before the development of the model and was tested with various trial runs before releasing as a pilot to test its effectiveness in practice. 
 - EPA and state permitting data (e.g., address, permit status). 
 - Facility information via paid subscription with Dunn & Bradstreet (e.g., number of employees, facility size, revenue, corporate hierarchy, industrial sector, and credit risk indicators). 
 - Employment data from the Longitudinal Employer-Household Dynamics (LODES). 
 - Socioeconomic indicators from the American Community Survey data (ACS, 2017-2021). 
 - Distance to waters by using the National Wetlands Inventory.
 - Elevation from the USGS Elevation Point Query Service (EPQS)
 - Aerial satellite imagery",,No,,"[""Race/Ethnicity"",""Socioeconomic Status"",""Income"",""Age""]",Yes,,,,,,,,,,,,,,,,,,,,
76,Living Literature Review: Semi-automated Literature Screening,OAR,CAIO@epa.gov,No,c)  Deployed – The use case is being actively authorized or utilized to support the functions or mission of an agency.,c) Not high-impact,"The output of this AI use case does not serve as a principal basis for decisions or actions that have a legal, material, binding, or significant effect on rights or safety.",Science,Classical/Predictive Machine Learning,"The Agency conducts reviews of scientific literature in many contexts, including periodic revision of NAAQS as mandated by the Clean Air Act, other standards, but also one-time assessments of published evidence. Given the scope of some of those reviews and the very large of peer-reviewed articles to consider, a system was required to rank and prioritize them for faster screening, based on past reviews and ongoing expert criteria.","Faster, more responsive evidence reviews. ","The AI system queues up references for expert review with the references most likely to be relevant first, and continuously improves the queue as the experts go through it. ",07/05/2023 00:00:00,b) Developed in-house,,No,,"AI is simple machine learning that trains anew for each literature screening project, using user decisions to select relevant articles and deselect irrelevant ones. Users can also provide a warmup set of past relevant articles on a per-project basis.",,No,,"[""None of the above""]",Yes,,,,,,,,,,,,,,,,,,,,
77,Using machine learning methods to analyze drivers of water quality,AO,CAIO@epa.gov,No,c)  Deployed – The use case is being actively authorized or utilized to support the functions or mission of an agency.,c) Not high-impact,"The output of this AI use case does not serve as a principal basis for decisions or actions that have a legal, material, binding, or significant effect on rights or safety.",Energy & the Environment,Classical/Predictive Machine Learning,To increase our understanding of drivers of water quality., Use of these methods will help better inform water quality management activities.,"Predicted measures of water quality (e.g., concentrations or HABs) and violations. ",01/01/2024 00:00:00,b) Developed in-house,,No,,"Variables related to watershed land use, nutrient inputs, socioeconomic factors, climate, and other parameters",,No,,"[""None of the above""]",Yes,,,,,,,,,,,,,,,,,,,,
78,RCRA PA,OECA,CAIO@epa.gov,No,c)  Deployed – The use case is being actively authorized or utilized to support the functions or mission of an agency.,a) High-impact,,Law Enforcement,Classical/Predictive Machine Learning,Risk scoring of Large Quantity Generators (LQGs) to support RCRA inspections,Reducing staff time and better identification of potential violators,"Risk scoring (integers 0 to 4, inclusive) for LQGs",10/01/2022 00:00:00,c) Developed with both contracting and in-house resources,University of Chicago Energy and Environment Lab,Yes,Environmental Compliance and History Online,The model was trained on historical compliance data.,,No,,"[""None of the above""]",Yes,,Yes,In-progress,Not applicable,In-progress,"a) Yes, sufficient monitoring protocols have been established",Yes; sufficient and periodic training has been established,Not applicable,b) Not applicable,In-progress,,,,,,,,,,
79,CWA PA,OECA,CAIO@epa.gov,No,a) Pre-deployment – The use case is in a development or acquisition status.,c) Not high-impact,,Law Enforcement,Classical/Predictive Machine Learning,"Reducing staff time and better identification of potential violators
","Identification of high risk NPDES facilities that don't submit DMR's
",Risk scoring (Ranking from lowest to highest risk) for NPDES facilities that don't submit DMR's,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
80,CAA PA,OECA,CAIO@epa.gov,No,a) Pre-deployment – The use case is in a development or acquisition status.,c) Not high-impact,,Law Enforcement,Classical/Predictive Machine Learning,"Reducing staff time and better identification of potential violators
",Risk scoring of Majors and Synthetic Minor Facilities to support CAA inspections,Decimal score between 0 and 1 for Major and Synthetic Minor CAA Facilities,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
82,RMP Risk Modeling,OECA,CAIO@epa.gov,b) Yes – agency has determined that there’s a risk to disclosure such as a harm to an interest protected by a FOIA exemption,a) Pre-deployment – The use case is in a development or acquisition status.,c) Not high-impact,,Law Enforcement,Classical/Predictive Machine Learning,To identify facilities with Risk Management Plans (RMP) under the Clean Air Act (CAA) that have an elevated risk of accidents,"Reducing staff time and better identification of potential violators
",Decimal score between 0 and 1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
